recipe_id,ingredient_id,ingredient_index,portion_factor,actual_measure,measure_only
684,2414,19,1,1.25 g,1/4 teaspoon
685,99,1,1,30.0 g,2 tablespoons
685,2017,2,1,,4
685,774,3,1,110.0 g,1 medium
685,2415,4,1,908.0 g,2 lbs
685,870,5,1,,3
685,2416,6,1,300.0 g,2 large
685,162,7,1,,1
685,867,8,1,56.7 g,2 ounces
685,2417,9,1,,1
685,2037,10,1,480.0 g,2 cups
685,681,11,1,10.0 g,2 teaspoons
685,682,12,1,10.0 g,2 teaspoons
685,688,13,1,10.0 g,2 teaspoons
685,412,14,1,15.0 g,3 teaspoons
685,1332,15,1,10.0 g,2 teaspoons
685,1063,16,1,5.0 g,1 teaspoon
685,537,17,1,10.0 g,2 teaspoons
685,63,18,1,,
685,2418,19,1,,
685,2419,20,1,480.0 g,2 cups
686,177,1,1,10.0 g,2 teaspoons
686,2420,2,1,480.0 g,2 cups
686,870,3,1,,2
686,2421,4,1,2.5 g,1/2 teaspoon
686,1063,5,1,2.5 g,1/2 teaspoon
686,681,6,1,2.5 g,1/2 teaspoon
686,2256,7,1,454.0 g,1 lb
686,2422,8,1,120.0 g,1/2 cup
686,695,9,1,30.0 g,2 tablespoons
686,2389,10,1,,4
686,2423,11,1,,6
686,522,12,1,0.5 g,1 dash
686,706,13,1,60.0 g,1/4 cup
686,731,14,1,10.0 g,2 teaspoons
686,892,15,1,45.0 g,3 tablespoons
687,2424,1,1,,6
687,731,2,1,5.0 g,1 teaspoon
687,720,3,1,70.0 g,1 small
687,870,4,1,,4
687,2425,5,1,227.0 g,1/2 lb
687,412,6,1,10.0 g,2 teaspoons
687,1293,7,1,5.0 g,1 teaspoon
687,1332,8,1,5.0 g,1 teaspoon
687,828,9,1,7.5 g,1 1/2 teaspoons
687,682,10,1,5.0 g,1 teaspoon
687,2426,11,1,480.0 g,2 cups
687,522,12,1,,
687,875,13,1,,
687,397,14,1,5.0 g,1 teaspoon
687,2427,15,1,,
688,720,1,1,110.0 g,1 medium
688,397,2,1,15.0 g,1 tablespoon
688,2428,3,1,,4
688,522,4,1,,
688,875,5,1,,
688,2235,6,1,7.5 g,1 1/2 teaspoons
688,681,7,1,2.5 g,1/2 teaspoon
688,870,8,1,,2
688,162,9,1,,1
688,835,10,1,15.0 g,1 tablespoon
688,2429,11,1,240.0 g,1 cup
688,695,12,1,30.0 g,2 tablespoons
688,1427,13,1,22.5 g,1 1/2 tablespoons
688,2271,14,1,30.0 g,2 tablespoons
689,107,1,1,720.0 g,3 cups
689,1335,2,1,240.0 g,1 cup
689,2430,3,1,240.0 g,1 cup
689,733,4,1,60.0 g,1/4 cup
689,356,5,1,160.0 g,2/3 cup
689,888,6,1,15.0 g,1 tablespoon
689,619,7,1,7.5 g,1/2 tablespoon
689,522,8,1,2.5 g,1/2 teaspoon
689,577,9,1,1.25 g,1/4 teaspoon
689,2431,10,1,120.0 g,1/2 cup
690,705,1,1,360.0 g,1 1/2 cups
690,2113,2,1,120.0 g,1/2 cup
690,680,3,1,5.0 g,1 teaspoon
690,522,4,1,1.25 g,1/4 teaspoon
690,1947,5,1,240.0 g,1 cup
690,390,6,1,80.0 g,1/3 cup
690,334,7,1,30.0 g,2 tablespoons
690,577,8,1,5.0 g,1 teaspoon
690,892,9,1,120.0 g,1/2 cup
690,2432,10,1,,2
691,625,1,1,420.0 g,1 3/4 cups
691,707,2,1,240.0 g,1 cup
691,2433,3,1,360.0 g,1 1/2 cups
691,497,4,1,120.0 g,1/2 cup
691,120,5,1,80.0 g,1/3 cup
691,733,6,1,60.0 g,1/4 cup
691,2434,7,1,60.0 g,1/4 cup
691,2300,8,1,30.0 g,2 tablespoons
691,397,9,1,22.5 g,1 1/2 tablespoons
691,577,10,1,15.0 g,1 tablespoon
691,680,11,1,7.5 g,1 1/2 teaspoons
691,1504,12,1,5.0 g,1 teaspoon
691,522,13,1,3.75 g,3/4 teaspoon
691,781,14,1,425.25 g,1 can
691,1887,15,1,180.0 g,3/4 cup
692,777,1,1,1200.0 g,5 cups
692,2435,2,1,480.0 g,2 cups
692,397,3,1,22.5 g,1 1/2 tablespoons
692,2100,4,1,5.0 g,1 teaspoon
692,691,5,1,,3
692,325,6,1,5.0 g,1 teaspoon
692,795,7,1,300.0 g,1 1/4 cups
692,1947,8,1,240.0 g,1 cup
692,711,9,1,425.25 g,1 can
692,397,10,1,15.0 g,1 tablespoon
692,910,11,1,,1
692,797,12,1,60.0 g,1/4 cup
692,733,13,1,60.0 g,1/4 cup
692,685,14,1,5.0 g,1 teaspoon
692,695,15,1,15.0 g,1 tablespoon
693,397,1,1,15.0 g,1 tablespoon
693,673,2,1,480.0 g,2 cups
693,671,3,1,480.0 g,2 cups
693,1982,4,1,30.0 g,2 tablespoons
693,1896,5,1,0.62 g,1/8 teaspoon
693,2436,6,1,,2
693,681,7,1,10.0 g,2 teaspoons
693,2112,8,1,180.0 g,3/4 cup
693,2437,9,1,60.0 g,1/4 cup
693,2438,10,1,,1
693,817,11,1,120.0 g,1/2 cup
693,2069,12,1,60.0 g,1/4 cup
693,331,13,1,,1
693,522,14,1,,
693,397,15,1,15.0 g,1 tablespoon
693,1982,16,1,15.0 g,1 tablespoon
693,1896,17,1,0.62 g,1/8 teaspoon
693,2439,18,1,908.0 g,2 lbs
693,522,19,1,,
694,2440,1,1,,4
694,2441,2,1,,2
694,836,3,1,5.0 g,1 teaspoon
694,1584,4,1,5.0 g,1 teaspoon
694,2442,5,1,1.25 g,1/4 teaspoon
694,522,6,1,,
694,2236,7,1,2.5 g,1/2 teaspoon
694,2443,8,1,7.5 g,1/2 tablespoon
694,817,9,1,,
694,2444,10,1,,
695,2445,1,1,,8
695,615,2,1,15.0 g,1 tablespoon
695,615,3,1,60.0 g,1/4 cup
695,522,4,1,,
695,875,5,1,,
695,720,6,1,110.0 g,1 medium
695,2446,7,1,60.0 g,1/4 cup
695,2447,8,1,,3
695,577,9,1,2.5 g,1/2 teaspoon
696,2448,1,1,,4
696,397,2,1,,
696,522,3,1,,
696,63,4,1,2.5 g,1/2 teaspoon
696,720,5,1,,1
696,397,6,1,15.0 g,1 tablespoon
696,606,7,1,45.0 g,3 tablespoons
696,751,8,1,40.0 g,1 stalk
696,120,9,1,,1
696,489,10,1,,1
696,870,11,1,,4
696,713,12,1,453.6 g,1 can
696,683,13,1,5.0 g,1 teaspoon
696,824,14,1,5.0 g,1 teaspoon
696,681,15,1,5.0 g,1 teaspoon
696,688,16,1,5.0 g,1 teaspoon
696,690,17,1,2.5 g,1/2 teaspoon
696,522,18,1,,
696,2449,19,1,,1
696,2450,20,1,15.0 g,1 tablespoon
696,95,21,1,7.5 g,1 1/2 teaspoons
696,2451,22,1,,1
696,671,23,1,330.0 g,3 medium
696,816,24,1,15.0 g,1 tablespoon
696,817,25,1,15.0 g,1 tablespoon
697,723,1,1,226.8 g,1 can
697,412,2,1,60.0 g,1/4 cup
697,2452,3,1,60.0 g,1/4 cup
697,2235,4,1,15.0 g,1 tablespoon
697,2453,5,1,,1
697,687,6,1,0.62 g,1/8 teaspoon
697,737,7,1,0.62 g,1/8 teaspoon
697,689,8,1,0.62 g,1/8 teaspoon
697,685,9,1,0.62 g,1/8 teaspoon
697,699,10,1,0.62 g,1/8 teaspoon
697,673,11,1,220.0 g,2 medium
697,870,12,1,,3
697,177,13,1,30.0 g,2 tablespoons
697,683,14,1,2.5 g,1/2 teaspoon
697,522,15,1,5.0 g,1 teaspoon
697,2454,16,1,,1
697,2452,17,1,60.0 g,1/4 cup
697,2455,18,1,,
698,2456,1,1,,4
698,522,2,1,,
698,334,3,1,45.0 g,3 tablespoons
698,606,4,1,60.0 g,1/4 cup
698,673,5,1,300.0 g,2 large
698,870,6,1,,3
698,412,7,1,30.0 g,2 tablespoons
698,739,8,1,5.0 g,1 teaspoon
698,806,9,1,2.5 g,1/2 teaspoon
698,828,10,1,2.5 g,1/2 teaspoon
698,1508,11,1,2.5 g,1/2 teaspoon
698,127,12,1,2.5 g,1/2 teaspoon
698,2457,13,1,1.25 g,1/4 teaspoon
698,685,14,1,0.5 g,1 pinch
698,1999,15,1,0.5 g,1 pinch
698,1085,16,1,0.5 g,1 pinch
698,2115,17,1,0.5 g,1 pinch
698,625,18,1,240.0 g,1 cup
698,1106,19,1,,4
699,2456,1,1,908.0 g,2 lbs
699,334,2,1,,
699,2376,3,1,300.0 g,2 large
699,2458,4,1,360.0 g,1 1/2 cups
699,2459,5,1,240.0 g,1 cup
699,1982,6,1,120.0 g,1/2 cup
699,1504,7,1,120.0 g,1/2 cup
699,2460,8,1,,6
699,522,9,1,,
699,2461,10,1,,
700,2462,1,1,720.0 g,3 cups
700,707,2,1,480.0 g,2 cups
700,2463,3,1,480.0 g,2 cups
700,691,4,1,480.0 g,2 cups
700,2191,5,1,360.0 g,1 1/2 cups
700,1617,6,1,120.0 g,1/2 cup
700,397,7,1,45.0 g,3 tablespoons
700,205,8,1,30.0 g,2 tablespoons
700,907,9,1,,
700,892,10,1,,
701,135,1,1,,1
701,522,2,1,2.5 g,1/2 teaspoon
701,875,3,1,2.5 g,1/2 teaspoon
701,397,4,1,15.0 g,1 tablespoon
701,2464,5,1,720.0 g,3 cups
701,2465,6,1,15.0 g,1 tablespoon
701,680,7,1,5.0 g,1 teaspoon
701,685,8,1,2.5 g,1/2 teaspoon
701,687,9,1,2.5 g,1/2 teaspoon
701,2232,10,1,1.25 g,1/4 teaspoon
701,870,11,1,,2
701,2466,12,1,120.0 g,1/2 cup
701,2467,13,1,,1/2
701,903,14,1,45.0 g,3 tablespoons
701,702,15,1,45.0 g,3 tablespoons
702,173,1,1,,
702,2468,2,1,,3
702,1356,3,1,,6
702,1966,4,1,,
702,364,5,1,,
703,2469,1,1,56.7 g,2 ounces
703,768,2,1,240.0 g,1 cup
703,686,3,1,5.0 g,1 teaspoon
703,680,4,1,15.0 g,1 tablespoon
703,1332,5,1,5.0 g,1 teaspoon
703,522,6,1,15.0 g,1 tablespoon
703,1063,7,1,2.5 g,1/2 teaspoon
703,2470,8,1,240.0 g,1 cup
703,441,9,1,908.0 g,2 lbs
703,740,10,1,480.0 g,2 cups
703,625,11,1,240.0 g,1 cup
703,334,12,1,56.7 g,2 ounces
703,2470,13,1,240.0 g,1 cup
703,1282,14,1,,2
703,1436,15,1,120.0 g,1/2 cup
703,99,16,1,60.0 g,4 tablespoons
704,1682,1,1,480.0 g,2 cups
704,727,2,1,5.0 g,1 teaspoon
704,615,3,1,15.0 g,1 tablespoon
704,709,4,1,2.5 g,1/2 teaspoon
704,522,5,1,5.0 g,1 teaspoon
704,739,6,1,2.5 g,1/2 teaspoon
704,283,7,1,70.0 g,1 small
704,682,8,1,5.0 g,1 teaspoon
704,681,9,1,5.0 g,1 teaspoon
704,687,10,1,1.25 g,1/4 teaspoon
704,1999,11,1,0.5 g,1 dash
704,1332,12,1,1.25 g,1/4 teaspoon
704,719,13,1,,2
704,580,14,1,,1
704,625,15,1,840.0 g,3 1/2 cups
704,2471,16,1,454.0 g,1 lb
705,2472,1,1,,4
705,99,2,1,30.0 g,2 tablespoons
705,99,3,1,,
705,870,4,1,,3
705,1922,5,1,5.0 g,1 teaspoon
705,683,6,1,5.0 g,1 teaspoon
705,681,7,1,2.5 g,1/2 teaspoon
705,927,8,1,5.0 g,1 teaspoon
705,817,9,1,15.0 g,1 tablespoon
705,2473,10,1,60.0 g,4 tablespoons
705,2474,11,1,60.0 g,4 tablespoons
705,2475,12,1,5.0 g,1 teaspoon
705,522,13,1,,
705,1063,14,1,,
706,2476,1,1,480.0 g,2 cups
706,638,2,1,35.0 g,1/2 small
706,272,3,1,,1
706,782,4,1,30.0 g,2 tablespoons
706,801,5,1,30.0 g,2 tablespoons
706,2477,6,1,,1
706,334,7,1,10.0 g,2 teaspoons
706,1453,8,1,,
707,691,1,1,240.0 g,1 cup
707,2478,2,1,30.0 g,2 tablespoons
707,1617,3,1,5.0 g,1 teaspoon
707,522,4,1,0.5 g,1 pinch
707,63,5,1,0.5 g,1 pinch
707,695,6,1,5.0 g,1 teaspoon
707,331,7,1,,1/4
707,1293,8,1,0.5 g,1 pinch
708,397,1,1,15.0 g,1 tablespoon
708,910,2,1,110.0 g,1 medium
708,1986,3,1,,1
708,2401,4,1,720.0 g,3 cups
708,754,5,1,793.8 g,1 can
708,724,6,1,15.0 g,1 tablespoon
708,577,7,1,0.5 g,1 pinch
708,676,8,1,,2
708,522,9,1,,
708,1922,10,1,,
708,2479,11,1,240.0 g,1 cup
708,2480,12,1,30.0 g,2 tablespoons
709,211,1,1,,1
709,2271,2,1,5.0 g,1 teaspoon
709,522,3,1,2.5 g,1/2 teaspoon
709,1986,4,1,,1
709,334,5,1,60.0 g,4 tablespoons
709,939,6,1,30.0 g,2 tablespoons
710,2481,1,1,20.0 g,4 teaspoons
710,2482,2,1,,24
710,2483,3,1,,4
710,2484,4,1,,1
711,2485,1,1,908.0 g,2 lbs
711,698,2,1,30.0 g,6 teaspoons
711,2486,3,1,60.0 g,4 tablespoons
711,2487,4,1,5.0 g,1 teaspoon
711,686,5,1,1.25 g,1/4 teaspoon
711,969,6,1,,
713,2489,1,1,340.2 g,12 ounces
713,1986,2,1,,1
713,2490,3,1,15.0 g,1 tablespoon
713,774,4,1,70.0 g,1 small
713,2491,5,1,,3
713,489,6,1,,1
713,522,7,1,0.5 g,1 pinch
713,99,8,1,15.0 g,1 tablespoon
713,2492,9,1,,3
714,606,1,1,454.0 g,1 lb
714,720,2,1,70.0 g,1 small
714,674,3,1,45.0 g,3 tablespoons
714,118,4,1,5.0 g,1 teaspoon
714,974,5,1,5.0 g,1 teaspoon
714,681,6,1,5.0 g,1 teaspoon
714,2493,7,1,,1
714,1201,8,1,1.25 g,1/4 teaspoon
714,753,9,1,5.0 g,1 teaspoon
714,683,10,1,2.5 g,1/2 teaspoon
714,2494,11,1,,5
715,681,1,1,2.5 g,1/2 teaspoon
715,806,2,1,5.0 g,1 teaspoon
715,737,3,1,1.25 g,1/4 teaspoon
715,63,4,1,2.5 g,1/2 teaspoon
715,1332,5,1,1.25 g,1/4 teaspoon
715,2495,6,1,60.0 g,4 tablespoons
715,412,7,1,30.0 g,2 tablespoons
715,2496,8,1,5.0 g,1 teaspoon
715,977,9,1,10.0 g,2 teaspoons
715,686,10,1,2.5 g,1/2 teaspoon
715,699,11,1,1.25 g,1/4 teaspoon
715,119,12,1,3.75 g,3/4 teaspoon
715,689,13,1,2.5 g,1/2 teaspoon
715,2497,14,1,5.0 g,1 teaspoon
715,685,15,1,2.5 g,1/2 teaspoon
715,41,16,1,750.0 g,1 1/2 lbs
715,390,17,1,45.0 g,3 tablespoons
715,2498,18,1,30.0 g,2 tablespoons
715,720,19,1,,1
715,870,20,1,,2
715,2458,21,1,10.0 g,2 teaspoons
715,724,22,1,30.0 g,2 tablespoons
715,577,23,1,2.5 g,1/2 teaspoon
715,2499,24,1,480.0 g,2 cups
715,537,25,1,10.0 g,2 teaspoons
716,2500,1,1,240.0 g,1 cup
716,1063,2,1,22.5 g,1 1/2 tablespoons
716,2501,3,1,45.0 g,3 tablespoons
716,2502,4,1,,1
716,625,5,1,1320.0 g,5 1/2 cups
716,2503,6,1,,4
716,2487,7,1,1.25 g,1/4 teaspoon
716,969,8,1,,
717,749,1,1,480.0 g,2 cups
717,2191,2,1,360.0 g,1 1/2 cups
717,774,3,1,60.0 g,1/4 cup
717,2504,4,1,,1
717,334,5,1,20.0 g,4 teaspoons
717,2505,6,1,10.0 g,2 teaspoons
717,522,7,1,1.25 g,1/4 teaspoon
717,875,8,1,1.25 g,1/4 teaspoon
717,1584,9,1,10.0 g,2 teaspoons
718,781,1,1,425.25 g,2 cans
718,870,2,1,,6
718,720,3,1,,1/2
718,2506,4,1,,1
718,331,5,1,,1
718,1287,6,1,80.0 g,1/3 cup
718,1551,7,1,80.0 g,1/3 cup
718,681,8,1,10.0 g,2 teaspoons
718,682,9,1,10.0 g,2 teaspoons
718,127,10,1,5.0 g,1 teaspoon
718,2507,11,1,80.0 g,1/3 cup
718,10,12,1,60.0 g,1/4 cup
718,522,13,1,,
718,109,14,1,,
718,860,15,1,240.0 g,1 cup
718,2508,16,1,60.0 g,1/4 cup
718,331,17,1,,1
718,870,18,1,,2
718,522,19,1,0.5 g,1 pinch
718,412,20,1,0.5 g,1 pinch
718,625,21,1,60.0 g,1/4 cup
718,2509,22,1,,
718,1980,23,1,,
718,2353,24,1,283.5 g,1
718,720,25,1,150.0 g,1 large
718,870,26,1,,5
718,397,27,1,60.0 g,1/4 cup
718,522,28,1,5.0 g,1 teaspoon
718,2510,29,1,,1/2
718,1287,30,1,30.0 g,2 tablespoons
719,196,1,1,454.0 g,1 lb
719,719,2,1,454.0 g,1 lb
719,939,3,1,30.0 g,2 tablespoons
719,2511,4,1,,2
719,334,5,1,30.0 g,2 tablespoons
719,397,6,1,45.0 g,3 tablespoons
719,522,7,1,,
719,875,8,1,,
720,817,1,1,240.0 g,1 cup
720,870,2,1,,4
720,829,3,1,30.0 g,2 tablespoons
720,331,4,1,,1
720,1613,5,1,,1
720,412,6,1,15.0 g,1 tablespoon
720,681,7,1,15.0 g,1 tablespoon
720,1949,8,1,2.5 g,1/2 teaspoon
720,397,9,1,30.0 g,2 tablespoons
720,522,10,1,,
720,127,11,1,,
721,681,1,1,3.75 g,3/4 teaspoon
721,397,2,1,60.0 g,1/4 cup
721,2512,3,1,425.25 g,1 can
721,2450,4,1,22.5 g,1 1/2 tablespoons
721,1293,5,1,2.5 g,1/2 teaspoon
721,2513,6,1,680.4 g,24 ounces
722,423,1,1,60.0 g,1/4 cup
722,1332,2,1,1.25 g,1/4 teaspoon
722,685,3,1,1.25 g,1/4 teaspoon
722,688,4,1,1.25 g,1/4 teaspoon
722,681,5,1,1.25 g,1/4 teaspoon
722,127,6,1,1.25 g,1/4 teaspoon
722,2514,7,1,360.0 g,1 1/2 cups
722,2401,8,1,600.0 g,2 1/2 cups
722,706,9,1,30.0 g,2 tablespoons
722,95,10,1,5.0 g,1 teaspoon
722,522,11,1,,
722,2327,12,1,415.0 g,415 g
722,497,13,1,70.0 g,1 small
722,2515,14,1,75.0 g,1/2 large
722,2112,15,1,80.0 g,1/3 cup
722,733,16,1,60.0 g,1/4 cup
722,2516,17,1,30.0 g,2 tablespoons
722,2517,18,1,30.0 g,2 tablespoons
723,705,1,1,720.0 g,3 cups
723,522,2,1,1.25 g,1/4 teaspoon
723,2518,3,1,30.0 g,2 tablespoons
723,707,4,1,540.0 g,2 1/4 cups
723,2519,5,1,120.0 g,1/2 cup
723,892,6,1,120.0 g,1/2 cup
724,2520,1,1,60.0 g,2 slices
724,364,2,1,360.0 g,1 1/2 cups
724,397,3,1,30.0 g,2 tablespoons
724,99,4,1,10.0 g,2 teaspoons
724,673,5,1,,2
724,870,6,1,,3
724,2521,7,1,30.0 g,2 tablespoons
724,22,8,1,15.0 g,1 tablespoon
724,1942,9,1,30.0 g,2 tablespoons
724,619,10,1,25.0 g,5 teaspoons
724,334,11,1,5.0 g,1 teaspoon
724,645,12,1,15.0 g,1 tablespoon
724,1332,13,1,15.0 g,1 tablespoon
724,2522,14,1,908.0 g,2 lbs
724,2523,15,1,80.0 g,1/3 cup
724,1945,16,1,80.0 g,1/3 cup
724,522,17,1,10.0 g,2 teaspoons
724,745,18,1,,3
724,676,19,1,,8
725,2524,1,1,3178.0 g,7 lbs
725,2525,2,1,1362.0 g,3 lbs
725,522,3,1,85.05 g,3 ounces
725,1200,4,1,25.0 g,5 teaspoons
725,639,5,1,2.5 g,1/2 teaspoon
725,689,6,1,2.5 g,1/2 teaspoon
725,688,7,1,2.5 g,1/2 teaspoon
725,1949,8,1,7.5 g,1 1/2 teaspoons
725,727,9,1,60.0 g,1/4 cup
725,2526,10,1,681.0 g,1 1/2 lbs
725,2527,11,1,240.0 g,1 cup
725,2528,12,1,,
726,273,1,1,,1
726,719,2,1,,2
726,196,3,1,,1
726,720,4,1,70.0 g,1 small
726,1991,5,1,,
726,390,6,1,15.0 g,1 tablespoon
726,619,7,1,5.0 g,1 teaspoon
726,2529,8,1,,4
727,2530,1,1,454.0 g,1 lb
727,2531,2,1,120.0 g,1/2 cup
727,577,3,1,45.0 g,3 tablespoons
727,2532,4,1,0.5 g,1 dash
728,397,1,1,30.0 g,2 tablespoons
728,870,2,1,,2
728,522,3,1,,
728,685,4,1,1.25 g,1/4 teaspoon
728,724,5,1,10.0 g,2 teaspoons
728,2533,6,1,454.0 g,1 lb
728,625,7,1,30.0 g,2 tablespoons
729,782,1,1,60.0 g,1/4 cup
729,2534,2,1,60.0 g,1/4 cup
729,674,3,1,4.0 g,1 clove
729,888,4,1,30.0 g,2 tablespoons
729,412,5,1,2.5 g,1/2 teaspoon
729,681,6,1,2.5 g,1/2 teaspoon
729,1676,7,1,0.62 g,1/8 teaspoon
729,615,8,1,45.0 g,3 tablespoons
729,2535,9,1,,
729,2536,10,1,454.0 g,1 lb
729,10,11,1,,
729,907,12,1,,
730,99,1,1,10.0 g,2 teaspoons
730,720,2,1,240.0 g,1 cup
730,2381,3,1,120.0 g,1/2 cup
730,2071,4,1,120.0 g,1/2 cup
730,522,5,1,2.5 g,1/2 teaspoon
730,2466,6,1,396.9 g,3 cans
730,2169,7,1,,3
730,2537,8,1,600.0 g,2 1/2 cups
730,782,9,1,60.0 g,1/4 cup
731,2538,1,1,454.0 g,1 lb
731,2539,2,1,454.0 g,1 lb
731,99,3,1,113.5 g,1/4 lb
731,1293,4,1,5.0 g,1 teaspoon
731,1508,5,1,2.5 g,1/2 teaspoon
731,577,6,1,60.0 g,1/4 cup
732,2540,1,1,1362.0 g,3 lbs
732,1907,2,1,30.0 g,2 tablespoons
732,522,3,1,,
732,875,4,1,,
733,2541,1,1,,2
733,2542,2,1,,10
733,828,3,1,5.0 g,1 teaspoon
733,682,4,1,5.0 g,1 teaspoon
733,397,5,1,30.0 g,2 tablespoons
733,907,6,1,,
734,2543,1,1,960.0 g,4 cups
734,1547,2,1,600.0 g,2 1/2 cups
734,1332,3,1,5.0 g,1 teaspoon
734,162,4,1,,1
734,685,5,1,2.5 g,1/2 teaspoon
734,2544,6,1,,1
734,907,7,1,,
734,733,8,1,120.0 g,1/2 cup
734,99,9,1,,
735,2545,1,1,198.45 g,7 ounces
735,342,2,1,198.45 g,7 ounces
735,522,3,1,,
735,2546,4,1,,4
736,651,1,1,150.0 g,1 large
736,774,2,1,110.0 g,1 medium
736,1584,3,1,45.0 g,3 tablespoons
736,1696,4,1,540.0 g,2 1/4 cups
736,522,5,1,2.5 g,1/2 teaspoon
736,875,6,1,1.25 g,1/4 teaspoon
736,705,7,1,360.0 g,1 1/2 cups
736,707,8,1,240.0 g,1 cup
736,683,9,1,10.0 g,2 teaspoons
736,681,10,1,5.0 g,1 teaspoon
737,2409,1,1,200.0 g,2 pieces
737,720,2,1,60.0 g,1/4 cup
737,625,3,1,240.0 g,1 cup
737,707,4,1,240.0 g,1 cup
737,522,5,1,1.25 g,1/4 teaspoon
737,2547,6,1,,5
737,1887,7,1,120.0 g,1/2 cup
737,1697,8,1,15.0 g,1 tablespoon
737,2548,9,1,30.0 g,2 tablespoons
737,1986,10,1,70.0 g,1 small
738,2549,1,1,,1
738,781,2,1,180.0 g,3/4 cup
738,196,3,1,,1
738,719,4,1,110.0 g,1 medium
738,1887,5,1,120.0 g,1/2 cup
738,2550,6,1,120.0 g,1/2 cup
738,917,7,1,,3
738,686,8,1,2.5 g,1/2 teaspoon
738,2551,9,1,2.5 g,1/2 teaspoon
738,2552,10,1,2.5 g,1/2 teaspoon
738,334,11,1,15.0 g,1 tablespoon
738,2553,12,1,120.0 g,1/2 cup
739,2554,1,1,,4
739,397,2,1,,
739,870,3,1,,3
739,720,4,1,,1
739,719,5,1,,1
739,817,6,1,30.0 g,2 tablespoons
739,681,7,1,1.25 g,1/4 teaspoon
739,680,8,1,1.25 g,1/4 teaspoon
739,2555,9,1,15.0 g,1 tablespoon
739,397,10,1,45.0 g,3 tablespoons
739,577,11,1,0.5 g,1 pinch
739,522,12,1,,
739,698,13,1,,
740,2556,1,1,170.1 g,4
740,397,2,1,45.0 g,3 tablespoons
740,522,3,1,,
740,1922,4,1,,
740,681,5,1,2.5 g,1/2 teaspoon
740,682,6,1,2.5 g,1/2 teaspoon
740,2232,7,1,0.62 g,1/8 teaspoon
740,674,8,1,4.0 g,1 clove
740,719,9,1,330.0 g,3 medium
740,706,10,1,30.0 g,2 tablespoons
740,522,11,1,2.5 g,1/2 teaspoon
741,120,1,1,454.0 g,1 lb
741,836,2,1,60.0 g,1/4 cup
741,870,3,1,,6
741,2557,4,1,160.0 g,2/3 cup
741,2558,5,1,30.0 g,2 tablespoons
741,681,6,1,5.0 g,1 teaspoon
741,325,7,1,,
741,781,8,1,425.25 g,2 cans
741,1158,9,1,80.0 g,1/3 cup
741,888,10,1,30.0 g,2 tablespoons
741,2559,11,1,,
741,615,12,1,,
742,2560,1,1,15.0 g,1 tablespoon
742,199,2,1,15.0 g,1 tablespoon
742,836,3,1,45.0 g,3 tablespoons
742,331,4,1,,1
742,220,5,1,30.0 g,2 tablespoons
742,870,6,1,,4
742,2561,7,1,,1
742,1920,8,1,,
742,921,9,1,240.0 g,1 cup
742,196,10,1,240.0 g,1 cup
742,2147,11,1,60.0 g,1/4 cup
742,2562,12,1,45.0 g,3 tablespoons
742,1920,13,1,,
743,2070,1,1,480.0 g,2 cups
743,1584,2,1,30.0 g,2 tablespoons
743,688,3,1,15.0 g,1 tablespoon
743,870,4,1,,2
743,522,5,1,10.0 g,2 teaspoons
743,683,6,1,5.0 g,1 teaspoon
743,685,7,1,2.5 g,1/2 teaspoon
743,681,8,1,1.25 g,1/4 teaspoon
743,2353,9,1,283.5 g,1
743,733,10,1,120.0 g,1/2 cup
743,196,11,1,,1
743,489,12,1,150.0 g,1 large
743,120,13,1,150.0 g,1 large
743,2563,14,1,240.0 g,1 cup
743,2564,15,1,10.0 g,2 teaspoons
743,888,16,1,60.0 g,1/4 cup
743,1584,17,1,37.5 g,2 1/2 tablespoons
743,888,18,1,30.0 g,2 tablespoons
743,522,19,1,2.5 g,1/2 teaspoon
743,739,20,1,2.5 g,1/2 teaspoon
743,2076,21,1,900.0 g,6 large
743,2565,22,1,180.0 g,3/4 cup
743,2566,23,1,120.0 g,1/2 cup
743,331,24,1,,1
744,99,1,1,30.0 g,2 tablespoons
744,797,2,1,30.0 g,2 tablespoons
744,707,3,1,240.0 g,1 cup
744,2467,4,1,30.0 g,2 tablespoons
744,2070,5,1,,1
744,336,6,1,15.0 g,1 tablespoon
744,334,7,1,15.0 g,1 tablespoon
744,325,8,1,2.5 g,1/2 teaspoon
744,63,9,1,1.25 g,1/4 teaspoon
744,639,10,1,2.5 g,1/2 teaspoon
744,2161,11,1,2.5 g,1/2 teaspoon
744,682,12,1,2.5 g,1/2 teaspoon
744,577,13,1,1.25 g,1/4 teaspoon
744,2567,14,1,170.1 g,4
744,178,15,1,,
745,2568,1,1,60.0 g,1/4 cup
745,767,2,1,60.0 g,1/4 cup
745,782,3,1,60.0 g,1/4 cup
745,334,4,1,30.0 g,2 tablespoons
745,1584,5,1,15.0 g,1 tablespoon
745,870,6,1,,3
745,412,7,1,7.5 g,1 1/2 teaspoons
745,681,8,1,5.0 g,1 teaspoon
745,522,9,1,1.25 g,1/4 teaspoon
745,2569,10,1,0.62 g,1/8 teaspoon
745,2570,11,1,454.0 g,1 lb
745,331,12,1,,1
746,2571,1,1,113.4 g,4 ounces
746,870,2,1,,4
746,625,3,1,30.0 g,2 tablespoons
746,1584,4,1,30.0 g,2 tablespoons
746,2572,5,1,2.5 g,1/2 teaspoon
746,682,6,1,2.5 g,1/2 teaspoon
